"termid","lab_year","n_record","n_patient","distancetoroot","label"
"HP:0032472",2001,502,442,3,"Abnormal urine urobilinogen level"
"HP:0031965",2001,69581,15449,3,"Increased RBC distribution width"
"HP:0002926",2001,639,452,3,"Abnormality of thyroid physiology"
"HP:0031409",2001,1000,442,3,"Abnormal lymphocyte physiology"
"HP:0010974",2001,156360,26090,3,"Abnormal myeloid leukocyte morphology"
"HP:0025132",2001,10,8,3,"Abnormal circulating estrogen level"
"HP:0020061",2001,91882,22942,3,"Abnormal hemoglobin concentration"
"HP:0030338",2001,29,28,3,"Abnormal circulating gonadotropin level"
"HP:0031212",2001,5,3,3,"Abnormal circulating progesterone level"
"HP:0004379",2001,21920,8404,3,"Abnormality of alkaline phosphatase level"
"HP:0004352",2001,3215,1802,3,"Abnormal circulating purine concentration"
"HP:0500020",2001,1846,839,3,"Abnormal cardiac biomarker test"
"HP:0004312",2001,1954,1034,3,"Abnormal reticulocyte morphology"
"HP:0012614",2001,4596,3623,3,"Abnormal urine cytology"
"HP:0020129",2001,109,104,3,"Abnormal urine protein level"
"HP:0004360",2001,30243,3283,3,"Abnormality of acid-base homeostasis"
"HP:0012610",2001,7,7,3,"Abnormality of urinary uric acid concentration"
"HP:0031209",2001,253,219,3,"Decreased lipoprotein lipase level"
"HP:0011014",2001,36710,13396,3,"Abnormal glucose homeostasis"
"HP:0012111",2001,19,13,3,"Abnormality of circulating glucocorticoid level"
"HP:0003111",2001,102000,15992,3,"Abnormal blood ion concentration"
"HP:0004364",2001,82271,15420,3,"Abnormal circulating nitrogen compound concentration"
"HP:0031508",2001,639,452,3,"Abnormal thyroid hormone level"
"HP:0045040",2001,19675,6935,3,"Abnormal lactate dehydrogenase level"
"HP:0020058",2001,86479,21430,3,"Abnormal red blood cell count"
"HP:0002904",2001,19247,3786,3,"Hyperbilirubinemia"
"HP:0012591",2001,192,151,3,"Abnormal urinary electrolyte concentration"
"HP:0003256",2001,34343,8160,3,"Abnormality of the coagulation cascade"
"HP:0001392",2001,24816,5776,3,"Abnormality of the liver"
"HP:0001901",2001,92,41,3,"Polycythemia"
"HP:0002011",2001,3634,2499,3,"Morphological central nervous system abnormality"
"HP:0003645",2001,21754,5621,3,"Prolonged partial thromboplastin time"
"HP:0004354",2001,144,137,3,"Abnormal circulating carboxylic acid concentration"
"HP:0410172",2001,19,11,3,"Blood xenobiotic"
"HP:0011043",2001,60,29,3,"Abnormality of circulating adrenocorticotropin level"
"HP:0005537",2001,15064,4995,4,"Decreased mean platelet volume"
"HP:0031890",2001,502,442,4,"Increased urine urobilinogen"
"HP:0005518",2001,9365,3134,4,"Increased mean corpuscular volume"
"HP:0011904",2001,204,132,4,"Persistence of hemoglobin F"
"HP:0031505",2001,639,452,4,"Abnormal circulating thyroxine level"
"HP:0410042",2001,24816,5776,4,"Abnormal liver morphology"
"HP:0012144",2001,32790,11038,4,"Abnormality monocyte morphology"
"HP:0025133",2001,10,8,4,"Abnormal serum estradiol"
"HP:0020059",2001,1901,1262,4,"Increased red blood cell count"
"HP:0004368",2001,1980,1115,4,"Increased purine level"
"HP:0040217",2001,2246,1402,4,"Elevated hemoglobin A1c"
"HP:0010929",2001,73932,14570,4,"Abnormal blood cation concentration"
"HP:0003107",2001,9021,4642,4,"Abnormal circulating cholesterol concentration"
"HP:0030794",2001,149,133,4,"Abnormal C-peptide level"
"HP:0020063",2001,2476,1700,4,"Increased hemoglobin concentration"
"HP:0011877",2001,8434,3952,4,"Increased mean platelet volume"
"HP:0000843",2001,901,570,4,"Hyperparathyroidism"
"HP:0010989",2001,105,79,4,"Abnormality of the intrinsic pathway"
"HP:0001941",2001,3912,1156,4,"Acidosis"
"HP:0000829",2001,64,49,4,"Hypoparathyroidism"
"HP:0010988",2001,30,30,4,"Abnormality of the extrinsic pathway"
"HP:0011280",2001,97,87,4,"Abnormality of urine calcium concentration"
"HP:0010990",2001,1771,1076,4,"Abnormality of the common coagulation pathway"
"HP:0100493",2001,37,36,4,"Hypoammonemia"
"HP:0010701",2001,1000,442,4,"Abnormal immunoglobulin level"
"HP:0001894",2001,6763,2351,4,"Thrombocytosis"
"HP:0032179",2001,1,1,4,"Abnormal circulating globulin level"
"HP:0001882",2001,86512,18765,4,"Leukopenia"
"HP:0001899",2001,969,575,4,"Increased hematocrit"
"HP:0020062",2001,89406,21562,4,"Decreased hemoglobin concentration"
"HP:0410173",2001,1846,839,4,"Increased troponin I level in blood"
"HP:0003112",2001,143,136,4,"Abnormality of serum amino acid level"
"HP:0012100",2001,39051,9857,4,"Abnormal circulating creatinine level"
"HP:0002843",2001,6145,1474,4,"Abnormal T cell morphology"
"HP:0005372",2001,1000,442,4,"Abnormality of B cell physiology"
"HP:0025066",2001,15432,6217,4,"Decreased mean corpuscular volume"
"HP:0032368",2001,4798,1242,4,"Acidemia"
"HP:0410283",2001,19,11,4,"Positive blood acetaminophen test"
"HP:0012085",2001,4596,3623,4,"Pyuria"
"HP:0011747",2001,210,168,4,"Abnormality of the anterior pituitary"
"HP:0012611",2001,2,2,4,"Increased urinary urate"
"HP:0001873",2001,22413,5619,4,"Thrombocytopenia"
"HP:0031029",2001,128,98,4,"Elevated carcinoembryonic antigen level"
"HP:0010995",2001,1,1,4,"Abnormal circulating dicarboxylic acid concentration"
"HP:0003077",2001,4383,2804,4,"Hyperlipidemia"
"HP:0031213",2001,5,3,4,"Elevated circulating 17-hydroxyprogesterone"
"HP:0012443",2001,2965,2182,4,"Abnormality of brain morphology"
"HP:0002717",2001,12,8,4,"Adrenal overactivity"
"HP:0031097",2001,2755,2026,4,"Abnormal thyroid-stimulating hormone level"
"HP:0000837",2001,12,12,4,"Increased circulating gonadotropin level"
"HP:0410282",2001,485,246,4,"Abnormal circulating amylase level"
"HP:0500164",2001,52194,13315,4,"Abnormal blood carbon dioxide level"
"HP:0001896",2001,246,179,4,"Reticulocytopenia"
"HP:0031851",2001,104295,21974,4,"Reduced hematocrit"
"HP:0012200",2001,32467,7722,4,"Abnormality of prothrombin"
"HP:0011021",2001,11387,3061,4,"Abnormality of circulating enzyme level"
"HP:0004369",2001,1235,709,4,"Decreased purine level"
"HP:0002157",2001,49649,6840,4,"Azotemia"
"HP:0004340",2001,2698,1985,4,"Abnormality of vitamin B metabolism"
"HP:0032065",2001,9441,1590,4,"Abnormal serum bicarbonate concentration"
"HP:0040133",2001,1344,1119,4,"Abnormal serum ferritin"
"HP:0002921",2001,669,343,4,"Abnormality of the cerebrospinal fluid"
"HP:0001900",2001,92,41,4,"Increased hemoglobin"
"HP:0005339",2001,168,95,4,"Abnormality of complement system"
"HP:0012603",2001,60,56,4,"Abnormal urine sodium concentration"
"HP:0003155",2001,21585,8215,4,"Elevated alkaline phosphatase"
"HP:0012236",2001,2,1,4,"Elevated sweat chloride"
"HP:0031970",2001,39533,11171,4,"Abnormal blood urea nitrogen concentration"
"HP:0020060",2001,84578,20319,4,"Decreased red blood cell count"
"HP:0025548",2001,29504,10293,4,"Increased mean corpuscular hemoglobin concentration"
"HP:0012310",2001,32790,11038,4,"Abnormal monocyte count"
"HP:0025547",2001,21264,6569,4,"Decreased mean corpuscular hemoglobin concentration"
"HP:0011422",2001,18702,6386,4,"Abnormal blood chloride concentration"
"HP:0030346",2001,29,28,4,"Abnormal circulating follicle-stimulating hormone level"
"HP:0001911",2001,123570,23922,4,"Abnormal granulocyte morphology"
"HP:0002920",2001,13,12,4,"Decreased circulating ACTH level"
"HP:0002152",2001,2927,2061,4,"Hyperproteinemia"
"HP:0001974",2001,43609,14868,4,"Leukocytosis"
"HP:0011935",2001,5,5,4,"Decreased urinary urate"
"HP:0040088",2001,71589,16367,4,"Abnormal lymphocyte count"
"HP:0031085",2001,513,353,4,"Decreased prealbumin level"
"HP:0011015",2001,36710,13396,4,"Abnormal blood glucose concentration"
"HP:0012116",2001,24726,7429,4,"Abnormal albumin level"
"HP:0100529",2001,9366,3404,4,"Abnormal blood phosphate concentration"
"HP:0012598",2001,35,31,4,"Abnormal urine potassium concentration"
"HP:0003075",2001,13135,3707,4,"Hypoproteinemia"
"HP:0032146",2001,18,18,4,"HbC hemoglobin"
"HP:0012592",2001,109,104,4,"Albuminuria"
"HP:0032309",2001,123570,23922,4,"Abnormal granulocyte count"
"HP:0011905",2001,15,12,4,"Reduced hemoglobin A"
"HP:0025435",2001,19675,6935,4,"Increased lactate dehydrogenase level"
"HP:0032345",2001,5,5,4,"Elevated cancer Ag 19-9 level"
"HP:0003573",2001,12140,3760,4,"Increased total bilirubin"
"HP:0032369",2001,12092,2329,4,"Alkalemia"
"HP:0500165",2001,24176,3036,4,"Abnormal blood oxygen level"
"HP:0001923",2001,1708,878,4,"Reticulocytosis"
"HP:0045056",2001,536,301,4,"Abnormal levels of alpha-fetoprotein"
"HP:0030057",2001,160,149,4,"Autoimmune antibody positivity"
"HP:0003282",2001,335,224,4,"Low alkaline phosphatase"
"HP:0000846",2001,7,5,4,"Adrenal insufficiency"
"HP:0011731",2001,19,13,4,"Abnormality of circulating cortisol level"
"HP:0030339",2001,17,16,4,"Decreased circulating gonadotropin level"
"HP:0003154",2001,47,17,4,"Increased circulating ACTH level"
"HP:0020064",2001,47085,18779,5,"Abnormal eosinophil count"
"HP:0031806",2001,2725,1736,5,"Abnormal basophil count"
"HP:0010927",2001,20233,5316,5,"Abnormal blood inorganic cation concentration"
"HP:0012594",2001,109,104,5,"Microalbuminuria"
"HP:0003146",2001,1117,760,5,"Hypocholesterolemia"
"HP:0001987",2001,435,214,5,"Hyperammonemia"
"HP:0004341",2001,120,111,5,"Abnormality of vitamin B12 metabolism"
"HP:0012364",2001,24,22,5,"Decreased urinary potassium"
"HP:0002150",2001,27,25,5,"Hypercalciuria"
"HP:0010930",2001,48948,12342,5,"Abnormal blood monovalent inorganic cation concentration"
"HP:0032199",2001,32467,7722,5,"Abnormal prothrombin time"
"HP:0003074",2001,32387,10979,5,"Hyperglycemia"
"HP:0003124",2001,2913,2096,5,"Hypercholesterolemia"
"HP:0003073",2001,24589,7335,5,"Hypoalbuminemia"
"HP:0002148",2001,5781,2356,5,"Hypophosphatemia"
"HP:0012417",2001,35922,10630,5,"Hypocapnia"
"HP:0025134",2001,10,8,5,"Increased serum estradiol"
"HP:0012101",2001,15369,4800,5,"Decreased serum creatinine"
"HP:0002155",2001,4383,2804,5,"Hypertriglyceridemia"
"HP:0011839",2001,6145,1474,5,"Abnormal T cell count"
"HP:0025465",2001,1,1,5,"Abnormal circulating beta globulin level"
"HP:0031098",2001,1156,892,5,"Decreased thyroid-stimulating hormone level"
"HP:0032067",2001,7448,1220,5,"Elevated serum bicarbonate concentration"
"HP:0002149",2001,1980,1115,5,"Hyperuricemia"
"HP:0031507",2001,307,229,5,"Decreased circulating thyroxine level"
"HP:0010514",2001,204,163,5,"Hyperpituitarism"
"HP:0008207",2001,7,5,5,"Primary adrenal insufficiency"
"HP:0030796",2001,121,108,5,"Increased C-peptide level"
"HP:0001874",2001,73760,17642,5,"Abnormality of neutrophils"
"HP:0004431",2001,168,95,5,"Complement deficiency"
"HP:0001976",2001,30,30,5,"Reduced antithrombin III activity"
"HP:0003537",2001,1235,709,5,"Hypouricemia"
"HP:0002910",2001,24816,5776,5,"Elevated hepatic transaminase"
"HP:0003118",2001,12,8,5,"Increased circulating cortisol level"
"HP:0003281",2001,928,736,5,"Increased serum ferritin"
"HP:0012311",2001,23925,9089,5,"Monocytosis"
"HP:0001888",2001,65928,14210,5,"Lymphopenia"
"HP:0410289",2001,73,40,5,"Hypoamylasemia"
"HP:0003259",2001,22596,4471,5,"Elevated serum creatinine"
"HP:0010702",2001,543,320,5,"Increased circulating antibody level"
"HP:0001943",2001,4323,3506,5,"Hypoglycemia"
"HP:0012419",2001,15100,2506,5,"Hyperoxemia"
"HP:0100827",2001,5661,2864,5,"Lymphocytosis"
"HP:0002151",2001,3912,1156,5,"Increased serum lactate"
"HP:0012604",2001,41,38,5,"Hyponatriuria"
"HP:0003113",2001,10512,3773,5,"Hypochloremia"
"HP:0031506",2001,332,234,5,"Increased circulating thyroxine level"
"HP:0410243",2001,271,192,5,"Abnormal circulating IgM level"
"HP:0002925",2001,1599,1194,5,"Increased thyroid-stimulating hormone level"
"HP:0025456",2001,472,309,5,"Abnormal CSF protein level"
"HP:0002905",2001,3585,1427,5,"Hyperphosphatemia"
"HP:0030341",2001,17,16,5,"Decreased circulating follicle stimulating hormone level"
"HP:0003081",2001,11,9,5,"Increased urinary potassium"
"HP:0012416",2001,16272,4122,5,"Hypercapnia"
"HP:0001879",2001,47085,18779,5,"Abnormal eosinophil morphology"
"HP:0012312",2001,8865,3058,5,"Monocytopenia"
"HP:0011030",2001,4751,2029,5,"Abnormal blood transition element cation concentration"
"HP:0012343",2001,416,384,5,"Decreased serum ferritin"
"HP:0012117",2001,137,130,5,"Hyperalbuminemia"
"HP:0004313",2001,457,190,5,"Decreased circulating antibody level"
"HP:0006254",2001,472,246,5,"Elevated alpha-fetoprotein"
"HP:0004339",2001,143,136,5,"Abnormal circulating sulfur amino acid concentration"
"HP:0045057",2001,64,55,5,"Decreased levels of alpha-fetoprotein"
"HP:0012605",2001,19,19,5,"Hypernatriuria"
"HP:0030795",2001,28,25,5,"Reduced C-peptide level"
"HP:0002912",2001,1,1,5,"Methylmalonic acidemia"
"HP:0025454",2001,197,125,5,"Abnormal CSF metabolite level"
"HP:0011991",2001,73760,17642,5,"Abnormal neutrophil count"
"HP:0001912",2001,2725,1736,5,"Abnormal basophil morphology"
"HP:0032066",2001,1993,642,5,"Decreased serum bicarbonate concentration"
"HP:0011423",2001,8190,3103,5,"Hyperchloremia"
"HP:0030976",2001,75,50,5,"Abnormal factor VIII activity"
"HP:0011898",2001,1755,1068,5,"Abnormality of circulating fibrinogen"
"HP:0003127",2001,70,64,5,"Hypocalciuria"
"HP:0012418",2001,9076,1453,5,"Hypoxemia"
"HP:0031899",2001,16,15,5,"Abnormal coagulation factor V activity"
"HP:0002923",2001,152,141,5,"Rheumatoid factor positive"
"HP:0032069",2001,8,8,5,"Anti-thyroglobulin antibody positivity"
"HP:0008232",2001,12,12,5,"Elevated circulating follicle stimulating hormone level"
"HP:0003138",2001,23403,4699,5,"Increased blood urea nitrogen"
"HP:0040075",2001,6,5,5,"Hypopituitarism"
"HP:0040081",2001,11387,3061,5,"Abnormal circulating creatine kinase concentration"
"HP:0031969",2001,16130,6870,5,"Reduced blood urea nitrogen"
"HP:0001880",2001,6119,2471,5,"Eosinophilia"
"HP:0010979",2001,4991,3463,5,"Abnormality of lipoprotein cholesterol concentration"
"HP:0012335",2001,2578,1925,5,"Abnormality of folate metabolism"
"HP:0410242",2001,387,292,5,"Abnormal circulating IgG level"
"HP:0410288",2001,412,206,5,"Hyperamylasemia"
"HP:0410240",2001,342,250,5,"Abnormal circulating IgA level"
"HP:0008163",2001,7,5,5,"Decreased circulating cortisol level"
"HP:0011031",2001,4751,2029,6,"Abnormality of iron homeostasis"
"HP:0000870",2001,192,151,6,"Increased circulating prolactin concentration"
"HP:0005421",2001,84,70,6,"Decreased serum complement C3"
"HP:0011900",2001,338,175,6,"Hypofibrinogenemia"
"HP:0002850",2001,121,74,6,"Decreased circulating total IgM"
"HP:0011899",2001,1417,915,6,"Hyperfibrinogenemia"
"HP:0032236",2001,5020,1309,6,"Increased circulating immature neutrophil count"
"HP:0010980",2001,1998,1588,6,"Hyperlipoproteinemia"
"HP:0032385",2001,1,1,6,"Abnormal circulating transferrin level"
"HP:0032232",2001,3123,1209,6,"Increased circulating creatine kinase MB isoform"
"HP:0005403",2001,6145,1474,6,"Decrease in T cell count"
"HP:0032198",2001,2351,2052,6,"Decreased prothrombin time"
"HP:0002720",2001,178,103,6,"Decreased circulating IgA level"
"HP:0031964",2001,11563,3924,6,"Elevated serum alanine aminotransferase"
"HP:0031884",2001,197,125,6,"Abnormal CSF glucose level"
"HP:0003125",2001,48,29,6,"Reduced factor VIII activity"
"HP:0031886",2001,3377,2614,6,"Abnormal LDL cholesterol concentration"
"HP:0025457",2001,16,16,6,"Decreased CSF protein"
"HP:0011897",2001,59620,14685,6,"Neutrophilia"
"HP:0003236",2001,8264,3018,6,"Elevated serum creatine kinase"
"HP:0031956",2001,13253,4502,6,"Elevated serum aspartate aminotransferase"
"HP:0040126",2001,119,110,6,"Abnormal vitamin B12 level"
"HP:0002922",2001,456,295,6,"Increased CSF protein"
"HP:0008151",2001,30116,5835,6,"Prolonged prothrombin time"
"HP:0004315",2001,158,109,6,"Decreased circulating IgG level"
"HP:0004363",2001,20233,5316,6,"Abnormal circulating calcium concentration"
"HP:0001875",2001,9120,3442,6,"Neutropenia"
"HP:0031807",2001,2725,1736,6,"Increased basophil count"
"HP:0003261",2001,164,148,6,"Increased circulating IgA level"
"HP:0011042",2001,22446,9132,6,"Abnormal blood potassium concentration"
"HP:0003496",2001,150,118,6,"Increased circulating IgM level"
"HP:0010919",2001,143,136,6,"Abnormal circulating homocysteine concentration"
"HP:0003237",2001,229,186,6,"Increased circulating IgG level"
"HP:0003225",2001,16,15,6,"Reduced coagulation factor V activity"
"HP:0045042",2001,84,73,6,"Decreased serum complement C4"
"HP:0031891",2001,40966,17063,6,"Decreased eosinophil count"
"HP:0000830",2001,6,5,6,"Anterior hypopituitarism"
"HP:0010981",2001,2993,2009,6,"Hypolipoproteinemia"
"HP:0010931",2001,26502,7355,6,"Abnormal blood sodium concentration"
"HP:0031888",2001,1614,1282,6,"Abnormal HDL cholesterol concentration"
"HP:0030977",2001,27,24,6,"Increased factor VIII activity"
"HP:0040087",2001,2578,1925,6,"Abnormal blood folate concentration"
"HP:0025540",2001,6145,1474,6,"Abnormal T cell subset distribution"
"HP:0500267",2001,6086,1460,7,"Abnormal proportion of CD4-positive helper T cells"
"HP:0003228",2001,4431,1876,7,"Hypernatremia"
"HP:0002901",2001,18866,4923,7,"Hypocalcemia"
"HP:0100502",2001,119,110,7,"Vitamin B12 deficiency"
"HP:0040130",2001,3090,1632,7,"Abnormal serum iron concentration"
"HP:0003072",2001,1367,649,7,"Hypercalcemia"
"HP:0003563",2001,1410,1053,7,"Decreased LDL cholesterol concentration"
"HP:0025196",2001,472,422,7,"Increased total iron binding capacity"
"HP:0012184",2001,31,19,7,"Increased HDL cholesterol concentration"
"HP:0040086",2001,6,5,7,"Abnormal prolactin level"
"HP:0032237",2001,2325,958,7,"Increased circulating myelocyte count"
"HP:0100507",2001,5,5,7,"Reduced blood folate concentration"
"HP:0011972",2001,49,21,7,"Hypoglycorrhachia"
"HP:0003233",2001,1583,1264,7,"Decreased HDL cholesterol concentration"
"HP:0032135",2001,14,6,7,"Decreased circulating IgG subclass level"
"HP:0031393",2001,59,49,7,"Abnormal proportion of CD8-positive T cells"
"HP:0002902",2001,22071,5977,7,"Hyponatremia"
"HP:0032164",2001,2573,1920,7,"Increased blood folate concentration"
"HP:0002160",2001,143,136,7,"Hyperhomocystinemia"
"HP:0003141",2001,1967,1575,7,"Increased LDL cholesterol concentration"
"HP:0032386",2001,1,1,7,"Elevated transferrin level"
"HP:0005415",2001,59,49,7,"Decreased proportion of CD8-positive T cells"
"HP:0031885",2001,148,105,7,"Hyperglycorrhachia"
"HP:0002153",2001,13310,6405,7,"Hyperkalemia"
"HP:0005407",2001,6086,1460,7,"Decreased proportion of CD4-positive helper T cells"
"HP:0032238",2001,2695,1054,7,"Increased circulating metamyelocyte count"
"HP:0002900",2001,9136,3855,7,"Hypokalemia"
"HP:0032296",2001,6,6,7,"Increased circulating IgG subclass"
"HP:0040303",2001,2611,1400,8,"Decreased serum iron"
"HP:0032298",2001,4,4,8,"Increased circulating IgG1 level"
"HP:0032136",2001,4,4,8,"Decreased circulating IgG1 level"
"HP:0003452",2001,479,257,8,"Increased serum iron"
"HP:0008348",2001,2,2,8,"Decreased circulating IgG2 level"
"HP:0032299",2001,2,2,8,"Increased circulating IgG2 level"
"HP:0008202",2001,6,5,8,"Reduced circulating prolactin concentration"
"HP:0032137",2001,8,4,8,"Decreased circulating IgG3 level"
"HP:0000118",2002,1792809,59765,0,"Phenotypic abnormality"
"HP:0000119",2002,3308,2648,1,"Abnormality of the genitourinary system"
"HP:0025031",2002,33591,7554,1,"Abnormality of the digestive system"
"HP:0001871",2002,1080591,53224,1,"Abnormality of blood and blood-forming tissues"
"HP:0001939",2002,579233,42313,1,"Abnormality of metabolism/homeostasis"
"HP:0000818",2002,4792,2971,1,"Abnormality of the endocrine system"
"HP:0002086",2002,90900,15612,1,"Abnormality of the respiratory system"
"HP:0025354",2002,1393,583,1,"Abnormal cellular phenotype"
