"termid","lab_year","n_record","n_patient","label","distancetoroot"
"HP:0000870",2006,1362,616,"Increased circulating prolactin concentration",6
"HP:0000870",2007,1317,617,"Increased circulating prolactin concentration",6
"HP:0000870",2008,1642,1479,"Increased circulating prolactin concentration",6
"HP:0000870",2009,2205,1958,"Increased circulating prolactin concentration",6
"HP:0000870",2010,2698,2414,"Increased circulating prolactin concentration",6
"HP:0000870",2011,2961,2647,"Increased circulating prolactin concentration",6
"HP:0000870",2012,2991,2703,"Increased circulating prolactin concentration",6
"HP:0000870",2013,3690,3330,"Increased circulating prolactin concentration",6
"HP:0000870",2014,4263,3529,"Increased circulating prolactin concentration",6
"HP:0000870",2015,4338,3798,"Increased circulating prolactin concentration",6
"HP:0000870",2016,4653,3876,"Increased circulating prolactin concentration",6
"HP:0000870",2017,6316,5457,"Increased circulating prolactin concentration",6
"HP:0000870",2018,8265,7133,"Increased circulating prolactin concentration",6
"HP:0000870",2019,8052,7056,"Increased circulating prolactin concentration",6
"HP:0000870",2020,2716,2538,"Increased circulating prolactin concentration",6
"HP:0000969",2010,82,81,"Edema",4
"HP:0000969",2011,312,305,"Edema",4
"HP:0000969",2012,350,346,"Edema",4
"HP:0000969",2013,340,336,"Edema",4
"HP:0000969",2014,401,391,"Edema",4
"HP:0000969",2015,473,433,"Edema",4
"HP:0000969",2016,396,347,"Edema",4
"HP:0000969",2017,369,318,"Edema",4
"HP:0000969",2018,353,309,"Edema",4
"HP:0000969",2019,276,263,"Edema",4
"HP:0000969",2020,137,121,"Edema",4
"HP:0001197",2010,82,81,"Abnormality of prenatal development or birth",1
"HP:0001197",2011,312,305,"Abnormality of prenatal development or birth",1
"HP:0001197",2012,350,346,"Abnormality of prenatal development or birth",1
"HP:0001197",2013,340,336,"Abnormality of prenatal development or birth",1
"HP:0001197",2014,401,391,"Abnormality of prenatal development or birth",1
"HP:0001197",2015,473,433,"Abnormality of prenatal development or birth",1
"HP:0001197",2016,396,347,"Abnormality of prenatal development or birth",1
"HP:0001197",2017,369,318,"Abnormality of prenatal development or birth",1
"HP:0001197",2018,353,309,"Abnormality of prenatal development or birth",1
"HP:0001197",2019,276,263,"Abnormality of prenatal development or birth",1
"HP:0001197",2020,137,121,"Abnormality of prenatal development or birth",1
"HP:0001392",2000,4383,1900,"Abnormality of the liver",3
"HP:0001392",2001,119621,27713,"Abnormality of the liver",3
"HP:0001392",2002,178876,38407,"Abnormality of the liver",3
"HP:0001392",2003,581583,47647,"Abnormality of the liver",3
"HP:0001392",2004,557451,43149,"Abnormality of the liver",3
"HP:0001392",2005,682513,49425,"Abnormality of the liver",3
"HP:0001392",2006,753467,58003,"Abnormality of the liver",3
"HP:0001392",2007,910482,68167,"Abnormality of the liver",3
"HP:0001392",2008,789042,71872,"Abnormality of the liver",3
"HP:0001392",2009,870755,84367,"Abnormality of the liver",3
"HP:0001392",2010,991396,100182,"Abnormality of the liver",3
"HP:0001392",2011,1120054,113388,"Abnormality of the liver",3
"HP:0001392",2012,1257868,130525,"Abnormality of the liver",3
"HP:0001392",2013,1454090,152766,"Abnormality of the liver",3
"HP:0001392",2014,1675548,195438,"Abnormality of the liver",3
"HP:0001392",2015,2129431,271709,"Abnormality of the liver",3
"HP:0001392",2016,2212685,255901,"Abnormality of the liver",3
"HP:0001392",2017,2001330,240737,"Abnormality of the liver",3
"HP:0001392",2018,1945750,255601,"Abnormality of the liver",3
"HP:0001392",2019,2066648,264667,"Abnormality of the liver",3
"HP:0001392",2020,1114351,134152,"Abnormality of the liver",3
"HP:0001392",NA,20,10,"Abnormality of the liver",3
"HP:0001626",2000,851,406,"Abnormality of the cardiovascular system",1
"HP:0001626",2001,12886,5073,"Abnormality of the cardiovascular system",1
"HP:0001626",2002,18919,7617,"Abnormality of the cardiovascular system",1
"HP:0001626",2003,63194,10968,"Abnormality of the cardiovascular system",1
"HP:0001626",2004,64443,9882,"Abnormality of the cardiovascular system",1
"HP:0001626",2005,92659,12629,"Abnormality of the cardiovascular system",1
"HP:0001626",2006,107047,15656,"Abnormality of the cardiovascular system",1
"HP:0001626",2007,121303,16992,"Abnormality of the cardiovascular system",1
"HP:0001626",2008,101656,19254,"Abnormality of the cardiovascular system",1
"HP:0001626",2009,110628,21054,"Abnormality of the cardiovascular system",1
"HP:0001626",2010,113849,22401,"Abnormality of the cardiovascular system",1
"HP:0001626",2011,119421,23958,"Abnormality of the cardiovascular system",1
"HP:0001626",2012,119956,25030,"Abnormality of the cardiovascular system",1
"HP:0001626",2013,120772,25500,"Abnormality of the cardiovascular system",1
"HP:0001626",2014,122309,23965,"Abnormality of the cardiovascular system",1
"HP:0001626",2015,105505,25145,"Abnormality of the cardiovascular system",1
"HP:0001626",2016,105980,28798,"Abnormality of the cardiovascular system",1
"HP:0001626",2017,114131,31216,"Abnormality of the cardiovascular system",1
"HP:0001626",2018,106912,32379,"Abnormality of the cardiovascular system",1
"HP:0001626",2019,115655,34427,"Abnormality of the cardiovascular system",1
"HP:0001626",2020,58244,17804,"Abnormality of the cardiovascular system",1
"HP:0001626",NA,1,1,"Abnormality of the cardiovascular system",1
"HP:0001871",1936,9,1,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",1998,12,4,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",1999,21,11,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2000,202518,6493,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2001,2599351,47859,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2002,3395174,59012,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2003,11866733,73586,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2004,11116503,67679,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2005,13609035,76587,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2006,14091720,85564,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2007,16050712,96826,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2008,13918715,102567,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2009,14856744,115607,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2010,16611727,135490,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2011,17896734,150382,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2012,19324989,176104,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2013,21211944,194210,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2014,26000071,270379,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2015,33542647,356523,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2016,36066879,400067,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2017,34120745,397667,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2018,32958327,411888,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2019,33626859,414620,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",2020,16813729,202305,"Abnormality of blood and blood-forming tissues",1
"HP:0001871",NA,412,28,"Abnormality of blood and blood-forming tissues",1
"HP:0001872",1936,1,1,"Abnormal thrombocyte morphology",2
"HP:0001872",2000,19918,5185,"Abnormal thrombocyte morphology",2
"HP:0001872",2001,261773,41227,"Abnormal thrombocyte morphology",2
"HP:0001872",2002,352783,52827,"Abnormal thrombocyte morphology",2
"HP:0001872",2003,1356262,70684,"Abnormal thrombocyte morphology",2
"HP:0001872",2004,1250161,65231,"Abnormal thrombocyte morphology",2
"HP:0001872",2005,1552955,73457,"Abnormal thrombocyte morphology",2
"HP:0001872",2006,1598037,81873,"Abnormal thrombocyte morphology",2
"HP:0001872",2007,1786893,92609,"Abnormal thrombocyte morphology",2
"HP:0001872",2008,1455802,98153,"Abnormal thrombocyte morphology",2
"HP:0001872",2009,1556371,110281,"Abnormal thrombocyte morphology",2
"HP:0001872",2010,1740982,128938,"Abnormal thrombocyte morphology",2
"HP:0001872",2011,1866069,142483,"Abnormal thrombocyte morphology",2
"HP:0001872",2012,2020388,161063,"Abnormal thrombocyte morphology",2
"HP:0001872",2013,2209998,184046,"Abnormal thrombocyte morphology",2
"HP:0001872",2014,2756416,252442,"Abnormal thrombocyte morphology",2
"HP:0001872",2015,3589357,336624,"Abnormal thrombocyte morphology",2
"HP:0001872",2016,3870154,378193,"Abnormal thrombocyte morphology",2
"HP:0001872",2017,3573928,374818,"Abnormal thrombocyte morphology",2
"HP:0001872",2018,3393946,389354,"Abnormal thrombocyte morphology",2
"HP:0001872",2019,3480119,391468,"Abnormal thrombocyte morphology",2
"HP:0001872",2020,1810754,187941,"Abnormal thrombocyte morphology",2
"HP:0001872",NA,42,21,"Abnormal thrombocyte morphology",2
"HP:0001873",1936,1,1,"Thrombocytopenia",4
"HP:0001873",2000,9934,5166,"Thrombocytopenia",4
"HP:0001873",2001,130573,41152,"Thrombocytopenia",4
"HP:0001873",2002,176025,52744,"Thrombocytopenia",4
"HP:0001873",2003,679674,70656,"Thrombocytopenia",4
"HP:0001873",2004,633986,65188,"Thrombocytopenia",4
"HP:0001873",2005,778331,73400,"Thrombocytopenia",4
"HP:0001873",2006,799954,81832,"Thrombocytopenia",4
"HP:0001873",2007,892190,92553,"Thrombocytopenia",4
"HP:0001873",2008,727178,98093,"Thrombocytopenia",4
"HP:0001873",2009,777560,110244,"Thrombocytopenia",4
"HP:0001873",2010,872633,128855,"Thrombocytopenia",4
"HP:0001873",2011,936265,142398,"Thrombocytopenia",4
"HP:0001873",2012,1013073,160962,"Thrombocytopenia",4
"HP:0001873",2013,1104651,183917,"Thrombocytopenia",4
"HP:0001873",2014,1372835,252278,"Thrombocytopenia",4
"HP:0001873",2015,1784729,336491,"Thrombocytopenia",4
"HP:0001873",2016,1923842,378031,"Thrombocytopenia",4
"HP:0001873",2017,1841531,374756,"Thrombocytopenia",4
"HP:0001873",2018,1790754,389183,"Thrombocytopenia",4
"HP:0001873",2019,1814742,390884,"Thrombocytopenia",4
"HP:0001873",2020,951018,187912,"Thrombocytopenia",4
"HP:0001873",NA,21,21,"Thrombocytopenia",4
"HP:0001874",2000,16152,4817,"Abnormality of neutrophils",5
"HP:0001874",2001,202985,38259,"Abnormality of neutrophils",5
"HP:0001874",2002,260872,47397,"Abnormality of neutrophils",5
"HP:0001874",2003,816067,60002,"Abnormality of neutrophils",5
"HP:0001874",2004,805534,54153,"Abnormality of neutrophils",5
"HP:0001874",2005,934132,60958,"Abnormality of neutrophils",5
"HP:0001874",2006,970709,68766,"Abnormality of neutrophils",5
"HP:0001874",2007,1137900,78376,"Abnormality of neutrophils",5
"HP:0001874",2008,1043605,82834,"Abnormality of neutrophils",5
"HP:0001874",2009,1094650,87754,"Abnormality of neutrophils",5
"HP:0001874",2010,1231462,100161,"Abnormality of neutrophils",5
"HP:0001874",2011,1352842,111082,"Abnormality of neutrophils",5
"HP:0001874",2012,1495031,130964,"Abnormality of neutrophils",5
"HP:0001874",2013,1659805,142108,"Abnormality of neutrophils",5
"HP:0001874",2014,2065599,204249,"Abnormality of neutrophils",5
"HP:0001874",2015,2679924,284028,"Abnormality of neutrophils",5
"HP:0001874",2016,2844680,318139,"Abnormality of neutrophils",5
"HP:0001874",2017,2649651,315192,"Abnormality of neutrophils",5
"HP:0001874",2018,2577043,330398,"Abnormality of neutrophils",5
"HP:0001874",2019,2630512,327344,"Abnormality of neutrophils",5
"HP:0001874",2020,1218679,155267,"Abnormality of neutrophils",5
"HP:0001874",NA,38,19,"Abnormality of neutrophils",5
"HP:0001875",2000,15743,4750,"Neutropenia",6
"HP:0001875",2001,197944,38056,"Neutropenia",6
"HP:0001875",2002,255114,47163,"Neutropenia",6
"HP:0001875",2003,791239,59735,"Neutropenia",6
"HP:0001875",2004,782931,53962,"Neutropenia",6
"HP:0001875",2005,913513,60794,"Neutropenia",6
"HP:0001875",2006,959110,68659,"Neutropenia",6
"HP:0001875",2007,1129164,78285,"Neutropenia",6
"HP:0001875",2008,1016911,82648,"Neutropenia",6
"HP:0001875",2009,1067298,87548,"Neutropenia",6
"HP:0001875",2010,1184695,99807,"Neutropenia",6
"HP:0001875",2011,1306655,110921,"Neutropenia",6
"HP:0001875",2012,1448964,130955,"Neutropenia",6
"HP:0001875",2013,1598200,142084,"Neutropenia",6
"HP:0001875",2014,1982728,204225,"Neutropenia",6
"HP:0001875",2015,2597770,283970,"Neutropenia",6
"HP:0001875",2016,2761718,318082,"Neutropenia",6
"HP:0001875",2017,2559172,315133,"Neutropenia",6
"HP:0001875",2018,2483195,330333,"Neutropenia",6
"HP:0001875",2019,2524791,327313,"Neutropenia",6
"HP:0001875",2020,1166471,155248,"Neutropenia",6
"HP:0001875",NA,38,19,"Neutropenia",6
"HP:0001877",1936,2,1,"Abnormal erythrocyte morphology",2
"HP:0001877",2000,80177,6107,"Abnormal erythrocyte morphology",2
"HP:0001877",2001,1034074,46929,"Abnormal erythrocyte morphology",2
"HP:0001877",2002,1355250,58108,"Abnormal erythrocyte morphology",2
"HP:0001877",2003,5135267,72895,"Abnormal erythrocyte morphology",2
"HP:0001877",2004,4586495,67008,"Abnormal erythrocyte morphology",2
"HP:0001877",2005,5972624,75837,"Abnormal erythrocyte morphology",2
"HP:0001877",2006,6193768,84881,"Abnormal erythrocyte morphology",2
"HP:0001877",2007,6917109,95960,"Abnormal erythrocyte morphology",2
"HP:0001877",2008,5591046,101581,"Abnormal erythrocyte morphology",2
"HP:0001877",2009,6054102,114427,"Abnormal erythrocyte morphology",2
"HP:0001877",2010,6792188,134223,"Abnormal erythrocyte morphology",2
"HP:0001877",2011,7343337,148979,"Abnormal erythrocyte morphology",2
"HP:0001877",2012,8005567,168929,"Abnormal erythrocyte morphology",2
"HP:0001877",2013,8755506,192795,"Abnormal erythrocyte morphology",2
"HP:0001877",2014,10953823,268506,"Abnormal erythrocyte morphology",2
"HP:0001877",2015,14081304,354302,"Abnormal erythrocyte morphology",2
"HP:0001877",2016,15184875,398070,"Abnormal erythrocyte morphology",2
"HP:0001877",2017,14620426,396215,"Abnormal erythrocyte morphology",2
"HP:0001877",2018,14102142,410606,"Abnormal erythrocyte morphology",2
"HP:0001877",2019,14354412,412676,"Abnormal erythrocyte morphology",2
"HP:0001877",2020,7377326,201108,"Abnormal erythrocyte morphology",2
"HP:0001877",NA,147,21,"Abnormal erythrocyte morphology",2
"HP:0001879",1936,1,1,"Abnormal eosinophil morphology",5
"HP:0001879",2000,16450,4946,"Abnormal eosinophil morphology",5
"HP:0001879",2001,206999,38785,"Abnormal eosinophil morphology",5
"HP:0001879",2002,268478,48320,"Abnormal eosinophil morphology",5
"HP:0001879",2003,832239,60957,"Abnormal eosinophil morphology",5
"HP:0001879",2004,815210,54674,"Abnormal eosinophil morphology",5
"HP:0001879",2005,946305,61933,"Abnormal eosinophil morphology",5
"HP:0001879",2006,985357,69494,"Abnormal eosinophil morphology",5
"HP:0001879",2007,1157282,79144,"Abnormal eosinophil morphology",5
"HP:0001879",2008,1058235,83569,"Abnormal eosinophil morphology",5
"HP:0001879",2009,1109918,93258,"Abnormal eosinophil morphology",5
"HP:0001879",2010,1247600,108905,"Abnormal eosinophil morphology",5
"HP:0001879",2011,1343274,120327,"Abnormal eosinophil morphology",5
"HP:0001879",2012,1437448,134545,"Abnormal eosinophil morphology",5
"HP:0001879",2013,1601065,151791,"Abnormal eosinophil morphology",5
"HP:0001879",2014,1897973,212947,"Abnormal eosinophil morphology",5
"HP:0001879",2015,2440398,292276,"Abnormal eosinophil morphology",5
"HP:0001879",2016,2653258,326090,"Abnormal eosinophil morphology",5
"HP:0001879",2017,2461899,322033,"Abnormal eosinophil morphology",5
"HP:0001879",2018,2392567,337986,"Abnormal eosinophil morphology",5
"HP:0001879",2019,2446820,339587,"Abnormal eosinophil morphology",5
"HP:0001879",2020,1213417,163662,"Abnormal eosinophil morphology",5
"HP:0001879",NA,38,19,"Abnormal eosinophil morphology",5
"HP:0001880",1936,1,1,"Eosinophilia",5
"HP:0001880",2000,16450,4946,"Eosinophilia",5
"HP:0001880",2001,206999,38785,"Eosinophilia",5
"HP:0001880",2002,268478,48320,"Eosinophilia",5
"HP:0001880",2003,832239,60957,"Eosinophilia",5
"HP:0001880",2004,815210,54674,"Eosinophilia",5
"HP:0001880",2005,946305,61933,"Eosinophilia",5
"HP:0001880",2006,985357,69494,"Eosinophilia",5
"HP:0001880",2007,1157282,79144,"Eosinophilia",5
"HP:0001880",2008,1058235,83569,"Eosinophilia",5
"HP:0001880",2009,1109918,93258,"Eosinophilia",5
"HP:0001880",2010,1247600,108905,"Eosinophilia",5
"HP:0001880",2011,1343274,120327,"Eosinophilia",5
"HP:0001880",2012,1437448,134545,"Eosinophilia",5
"HP:0001880",2013,1601065,151791,"Eosinophilia",5
"HP:0001880",2014,1897973,212947,"Eosinophilia",5
"HP:0001880",2015,2440398,292276,"Eosinophilia",5
"HP:0001880",2016,2653258,326090,"Eosinophilia",5
"HP:0001880",2017,2461899,322033,"Eosinophilia",5
"HP:0001880",2018,2392567,337986,"Eosinophilia",5
"HP:0001880",2019,2446820,339587,"Eosinophilia",5
"HP:0001880",2020,1213417,163662,"Eosinophilia",5
"HP:0001880",NA,38,19,"Eosinophilia",5
"HP:0001881",1936,5,1,"Abnormal leukocyte morphology",2
"HP:0001881",1998,12,4,"Abnormal leukocyte morphology",2
"HP:0001881",1999,21,11,"Abnormal leukocyte morphology",2
"HP:0001881",2000,93484,5878,"Abnormal leukocyte morphology",2
"HP:0001881",2001,1183163,45493,"Abnormal leukocyte morphology",2
"HP:0001881",2002,1532177,57302,"Abnormal leukocyte morphology",2
"HP:0001881",2003,4569682,71315,"Abnormal leukocyte morphology",2
"HP:0001881",2004,4557645,65281,"Abnormal leukocyte morphology",2
"HP:0001881",2005,5093799,73528,"Abnormal leukocyte morphology",2
"HP:0001881",2006,5288459,81945,"Abnormal leukocyte morphology",2
"HP:0001881",2007,6232170,92697,"Abnormal leukocyte morphology",2
"HP:0001881",2008,6039665,98262,"Abnormal leukocyte morphology",2
"HP:0001881",2009,6355961,110375,"Abnormal leukocyte morphology",2
"HP:0001881",2010,7159043,129040,"Abnormal leukocyte morphology",2
"HP:0001881",2011,7724881,142595,"Abnormal leukocyte morphology",2
"HP:0001881",2012,8296779,166782,"Abnormal leukocyte morphology",2
"HP:0001881",2013,9189120,184225,"Abnormal leukocyte morphology",2
"HP:0001881",2014,11115692,252904,"Abnormal leukocyte morphology",2
